customer_id,first_name,last_name,email,phone,city,state,region,signup_date,loyalty_member,email_missing
71,John,Williams,john.williams71@example.com,(482) 631-5911,Philadelphia,PA,Northeast,2022-11-16,False,False
72,Betty,Williams,betty.williams72@example.com,(452) 938-9123,Minneapolis,MN,Midwest,2020-10-27,True,False
73,Joseph,Brown,joseph.brown73@example.com,(206) 605-6443,Philadelphia,PA,Northeast,2021-06-01,False,False
74,Betty,Ramirez,betty.ramirez74@example.com,(542) 640-3230,Minneapolis,MN,Midwest,2022-12-09,False,False
75,David,Martin,david.martin75@example.com,(690) 521-3910,San Francisco,CA,West,2020-04-02,False,False
76,David,Martinez,david.martinez76@example.com,(848) 702-4971,San Francisco,CA,West,2025-10-17,False,False
77,Richard,Rodriguez,richard.rodriguez77@example.com,(573) 316-4273,Denver,CO,West,2022-05-29,True,False
78,Nancy,Harris,nancy.harris78@example.com,(944) 672-4434,Atlanta,GA,South,2018-04-21,False,False
79,Betty,Martinez,betty.martinez79@example.com,(270) 618-9180,Denver,CO,West,2025-10-08,True,False
80,Daniel,Martinez,daniel.martinez80@example.com,(874) 357-7932,Chicago,IL,Midwest,2020-10-31,False,False
81,Robert,Anderson,robert.anderson81@example.com,(796) 610-9755,Miami,FL,South,2023-05-17,False,False
82,Sarah,Johnson,sarah.johnson82@example.com,(918) 749-2392,Seattle,WA,West,2022-01-12,True,False
83,Anthony,Davis,anthony.davis83@example.com,(563) 370-1725,Los Angeles,CA,West,2025-06-15,False,False
84,Anthony,Hernandez,anthony.hernandez84@example.com,(308) 210-2615,Seattle,WA,West,2022-10-30,False,False
85,Linda,Taylor,linda.taylor85@example.com,(771) 794-4621,San Francisco,CA,West,2023-10-26,False,False
86,Barbara,Gonzalez,barbara.gonzalez86@example.com,(802) 907-9199,Dallas,TX,South,2025-08-15,True,False
87,Barbara,Smith,barbara.smith87@example.com,(502) 625-2406,Dallas,TX,South,2019-03-05,True,False
88,Mark,White,mark.white88@example.com,(519) 551-8460,Philadelphia,PA,Northeast,2021-11-27,True,False
89,Thomas,Thomas,thomas.thomas89@example.com,(299) 648-8412,Minneapolis,MN,Midwest,2023-05-05,False,False
90,Robert,Martinez,robert.martinez90@example.com,(223) 551-2791,New York,NY,Northeast,2019-04-17,True,False
91,Sandra,White,sandra.white91@example.com,(378) 765-3623,Chicago,IL,Midwest,2023-10-15,False,False
92,Sarah,Wilson,sarah.wilson92@example.com,(614) 844-4022,Dallas,TX,South,2020-08-07,True,False
93,Daniel,Perez,daniel.perez93@example.com,(229) 955-4232,Houston,TX,South,2022-06-09,False,False
94,Charles,Wilson,charles.wilson94@example.com,(921) 419-4371,Houston,TX,South,2018-01-19,False,False
95,Anthony,Thompson,anthony.thompson95@example.com,(791) 304-9796,Seattle,WA,West,2018-09-14,True,False
96,Barbara,Hernandez,barbara.hernandez96@example.com,(316) 468-9019,Chicago,IL,Midwest,2023-02-18,False,False
97,Karen,Gonzalez,karen.gonzalez97@example.com,(801) 316-6700,Miami,FL,South,2022-05-27,False,False
98,Margaret,Anderson,margaret.anderson98@example.com,(889) 922-5873,Miami,FL,South,2019-12-08,True,False
99,Nancy,Jones,nancy.jones99@example.com,(444) 512-2916,Minneapolis,MN,Midwest,2019-04-28,True,False
100,Barbara,Thompson,barbara.thompson100@example.com,(597) 628-3258,Philadelphia,PA,Northeast,2023-09-24,False,False
101,Susan,Garcia,susan.garcia101@example.com,(750) 910-3838,Dallas,TX,South,2025-02-16,True,False
102,Jessica,Martinez,jessica.martinez102@example.com,(522) 661-1878,Philadelphia,PA,Northeast,2020-02-06,False,False
103,James,Thomas,james.thomas103@example.com,(593) 775-9281,Philadelphia,PA,Northeast,2020-03-10,False,False
104,Susan,Perez,susan.perez104@example.com,(927) 654-9006,Dallas,TX,South,2022-08-30,True,False
105,Robert,Jackson,robert.jackson105@example.com,(499) 233-5503,New York,NY,Northeast,2020-06-22,True,False
106,Sarah,Martinez,sarah.martinez106@example.com,(779) 960-9115,Philadelphia,PA,Northeast,2023-02-17,True,False
107,Charles,Brown,charles.brown107@example.com,(575) 755-1681,Detroit,MI,Midwest,2024-02-03,False,False
108,Sarah,Miller,sarah.miller108@example.com,(953) 869-5055,Houston,TX,South,2019-02-24,False,False
109,Margaret,Johnson,margaret.johnson109@example.com,(556) 289-8193,Dallas,TX,South,2020-12-12,True,False
110,Anthony,Sanchez,anthony.sanchez110@example.com,(955) 802-6744,Chicago,IL,Midwest,2020-05-09,False,False
111,Jennifer,Martin,jennifer.martin111@example.com,(411) 260-6747,Philadelphia,PA,Northeast,2020-04-26,False,False
112,Karen,Moore,karen.moore112@example.com,(920) 499-5740,Philadelphia,PA,Northeast,2021-08-18,False,False
113,Margaret,Taylor,margaret.taylor113@example.com,(297) 338-7743,Phoenix,AZ,West,2025-08-14,True,False
114,William,Ramirez,william.ramirez114@example.com,(918) 335-5090,Los Angeles,CA,West,2019-06-04,True,False
115,Matthew,Hernandez,matthew.hernandez115@example.com,(979) 892-7434,Denver,CO,West,2020-10-10,False,False
116,John,Jackson,john.jackson116@example.com,(842) 624-7146,Los Angeles,CA,West,2021-01-05,False,False
117,Robert,Lee,robert.lee117@example.com,(612) 727-5558,Seattle,WA,West,2019-01-17,False,False
118,Joseph,Thomas,joseph.thomas118@example.com,(202) 992-2526,Minneapolis,MN,Midwest,2024-07-11,False,False
119,Daniel,Perez,daniel.perez119@example.com,(264) 747-7516,San Francisco,CA,West,2022-01-07,True,False
120,Susan,Clark,susan.clark120@example.com,(474) 530-5646,Chicago,IL,Midwest,2023-07-20,False,False
121,Sarah,Jackson,sarah.jackson121@example.com,(696) 551-1793,Philadelphia,PA,Northeast,2024-05-07,True,False
122,Patricia,Lee,patricia.lee122@example.com,(216) 327-3588,Seattle,WA,West,2023-02-26,False,False
123,Joseph,Smith,joseph.smith123@example.com,(905) 335-5945,Houston,TX,South,2020-04-08,True,False
124,Margaret,Robinson,margaret.robinson124@example.com,(295) 870-6905,Phoenix,AZ,West,2021-01-27,False,False
125,Robert,Lopez,robert.lopez125@example.com,(369) 253-7493,Los Angeles,CA,West,2025-04-11,False,False
126,Lisa,Thompson,lisa.thompson126@example.com,(639) 871-2494,Seattle,WA,West,2020-08-17,True,False
127,James,Miller,james.miller127@example.com,(335) 807-4705,Dallas,TX,South,2018-11-16,False,False
128,James,Smith,james.smith128@example.com,(323) 632-3165,San Francisco,CA,West,2021-11-08,False,False
129,Robert,Davis,robert.davis129@example.com,(948) 304-2690,Houston,TX,South,2019-01-01,False,False
130,Barbara,Lewis,barbara.lewis130@example.com,(591) 992-3181,Detroit,MI,Midwest,2019-07-16,True,False
131,Robert,Taylor,robert.taylor131@example.com,(824) 865-3688,Miami,FL,South,2018-02-04,False,False
132,Barbara,White,barbara.white132@example.com,(966) 355-7745,Chicago,IL,Midwest,2025-01-16,False,False
133,Margaret,Miller,margaret.miller133@example.com,(343) 970-3017,Boston,MA,Northeast,2019-02-16,False,False
134,Barbara,Wilson,barbara.wilson134@example.com,(453) 483-2380,Minneapolis,MN,Midwest,2019-07-27,True,False
135,Sarah,Martin,sarah.martin135@example.com,(491) 997-1439,Miami,FL,South,2024-10-24,False,False
136,Michael,Taylor,michael.taylor136@example.com,(393) 965-7418,Miami,FL,South,2023-09-19,False,False
137,Daniel,Johnson,daniel.johnson137@example.com,(706) 595-2847,Seattle,WA,West,2020-09-07,True,False
138,Jessica,Lee,jessica.lee138@example.com,(740) 212-6916,Miami,FL,South,2018-10-18,False,False
139,John,Gonzalez,john.gonzalez139@example.com,(630) 574-9951,Denver,CO,West,2024-05-17,True,False
140,Anthony,Thomas,anthony.thomas140@example.com,(217) 801-2106,Seattle,WA,West,2018-10-26,True,False
141,William,Miller,william.miller141@example.com,(607) 718-5693,New York,NY,Northeast,2018-09-05,False,False
142,Susan,Thompson,susan.thompson142@example.com,(855) 749-9808,Houston,TX,South,2018-12-04,True,False
143,William,Williams,william.williams143@example.com,(723) 408-3545,Detroit,MI,Midwest,2018-11-20,False,False
144,Richard,Jackson,richard.jackson144@example.com,(897) 858-2083,Los Angeles,CA,West,2025-04-15,False,False
145,Matthew,Wilson,matthew.wilson145@example.com,(259) 450-2412,San Francisco,CA,West,2020-09-04,False,False
146,Patricia,Anderson,patricia.anderson146@example.com,(256) 516-3877,Miami,FL,South,2024-10-29,True,False
147,James,Thompson,james.thompson147@example.com,(211) 367-9133,Philadelphia,PA,Northeast,2025-11-13,False,False
148,Thomas,Taylor,thomas.taylor148@example.com,(370) 580-3079,Seattle,WA,West,2020-11-27,False,False
149,Lisa,Lewis,lisa.lewis149@example.com,(543) 639-5456,Boston,MA,Northeast,2018-05-01,True,False
150,William,Thompson,william.thompson150@example.com,(278) 708-8457,Miami,FL,South,2025-01-14,False,False
151,Mary,Thomas,mary.thomas151@example.com,(370) 576-3577,Denver,CO,West,2024-05-10,False,False
152,Anthony,Brown,anthony.brown152@example.com,(890) 940-2889,Phoenix,AZ,West,2024-06-08,True,False
153,Lisa,Taylor,lisa.taylor153@example.com,(212) 450-1753,New York,NY,Northeast,2018-06-30,False,False
154,Barbara,Gonzalez,barbara.gonzalez154@example.com,(383) 236-7870,Phoenix,AZ,West,2019-09-07,True,False
155,David,Davis,david.davis155@example.com,(477) 279-7108,Houston,TX,South,2021-08-03,True,False
156,Thomas,Perez,thomas.perez156@example.com,(383) 428-9450,Phoenix,AZ,West,2018-08-04,True,False
157,Richard,Williams,richard.williams157@example.com,(489) 992-6090,Phoenix,AZ,West,2023-03-21,False,False
158,Robert,Moore,robert.moore158@example.com,(577) 405-5777,Dallas,TX,South,2018-02-02,False,False
159,Lisa,Martin,lisa.martin159@example.com,(577) 805-9083,Chicago,IL,Midwest,2023-03-16,True,False
160,Lisa,Lewis,lisa.lewis160@example.com,(354) 206-7718,Atlanta,GA,South,2020-10-01,True,False
161,Linda,Moore,linda.moore161@example.com,(910) 209-6488,Minneapolis,MN,Midwest,2025-02-17,True,False
162,Anthony,Perez,anthony.perez162@example.com,(306) 410-9680,Houston,TX,South,2021-06-13,True,False
163,Susan,Thomas,susan.thomas163@example.com,(928) 486-2524,New York,NY,Northeast,2019-08-07,True,False
164,Sandra,Davis,sandra.davis164@example.com,(622) 917-7102,Phoenix,AZ,West,2023-10-30,False,False
165,Lisa,Williams,lisa.williams165@example.com,(717) 336-7461,Miami,FL,South,2019-01-27,True,False
166,Charles,Jackson,charles.jackson166@example.com,(878) 333-4879,New York,NY,Northeast,2022-11-17,False,False
167,William,Ramirez,william.ramirez167@example.com,(917) 953-6345,Minneapolis,MN,Midwest,2022-05-29,False,False
168,Joseph,Rodriguez,joseph.rodriguez168@example.com,(407) 339-2785,Chicago,IL,Midwest,2018-11-02,True,False
169,Patricia,Garcia,patricia.garcia169@example.com,(521) 616-2978,Dallas,TX,South,2023-03-24,False,False
170,Anthony,Miller,anthony.miller170@example.com,(674) 471-2964,Dallas,TX,South,2021-06-16,True,False
171,Jennifer,Sanchez,jennifer.sanchez171@example.com,(921) 913-1660,Los Angeles,CA,West,2021-05-31,True,False
172,Mark,Ramirez,mark.ramirez172@example.com,(293) 928-5066,Minneapolis,MN,Midwest,2019-08-31,False,False
173,Richard,Taylor,richard.taylor173@example.com,(506) 466-3848,New York,NY,Northeast,2025-08-05,True,False
174,Richard,Ramirez,richard.ramirez174@example.com,(966) 763-5093,Dallas,TX,South,2024-03-27,True,False
175,Joseph,Brown,joseph.brown175@example.com,(324) 212-2010,Seattle,WA,West,2019-07-27,True,False
176,John,Miller,john.miller176@example.com,(581) 902-2376,Denver,CO,West,2022-06-29,False,False
177,Sandra,Clark,sandra.clark177@example.com,(266) 402-8265,Boston,MA,Northeast,2018-03-31,True,False
178,Robert,Lewis,robert.lewis178@example.com,(325) 243-8552,Denver,CO,West,2021-09-20,True,False
179,Jennifer,Robinson,jennifer.robinson179@example.com,(941) 604-9128,Miami,FL,South,2022-11-10,True,False
180,Richard,Perez,richard.perez180@example.com,(562) 419-4066,Houston,TX,South,2019-12-09,False,False
181,William,Anderson,william.anderson181@example.com,(235) 828-5026,Phoenix,AZ,West,2019-09-01,False,False
182,Jessica,Wilson,jessica.wilson182@example.com,(690) 262-2437,Phoenix,AZ,West,2024-03-05,False,False
183,Richard,Jones,richard.jones183@example.com,(858) 738-5082,Houston,TX,South,2020-03-27,True,False
184,Richard,Sanchez,richard.sanchez184@example.com,(691) 757-8940,San Francisco,CA,West,2022-01-10,False,False
185,Sandra,Jackson,sandra.jackson185@example.com,(597) 476-3946,Atlanta,GA,South,2021-08-10,True,False
186,David,Martin,david.martin186@example.com,(997) 487-1959,Chicago,IL,Midwest,2018-05-01,False,False
187,Thomas,Lopez,thomas.lopez187@example.com,(438) 363-2640,Seattle,WA,West,2024-07-20,True,False
188,Nancy,Davis,nancy.davis188@example.com,(954) 257-4594,Detroit,MI,Midwest,2023-12-26,False,False
189,Barbara,Robinson,barbara.robinson189@example.com,(380) 442-6210,Denver,CO,West,2019-12-13,False,False
190,Sandra,Jackson,sandra.jackson190@example.com,(917) 560-3328,New York,NY,Northeast,2025-11-21,True,False
191,Mark,Sanchez,mark.sanchez191@example.com,(755) 516-3876,Phoenix,AZ,West,2023-07-10,False,False
192,Mary,Williams,mary.williams192@example.com,(816) 424-1326,New York,NY,Northeast,2020-08-10,False,False
193,James,Hernandez,james.hernandez193@example.com,(406) 333-6582,Phoenix,AZ,West,2024-11-20,True,False
194,Sandra,Sanchez,sandra.sanchez194@example.com,(260) 222-3420,Denver,CO,West,2021-08-18,True,False
195,Anthony,Brown,anthony.brown195@example.com,(573) 274-7120,Denver,CO,West,2023-11-26,False,False
196,Charles,Brown,charles.brown196@example.com,(530) 339-3580,Minneapolis,MN,Midwest,2021-05-21,False,False
197,Betty,Lee,betty.lee197@example.com,(524) 378-6846,Dallas,TX,South,2025-04-13,True,False
198,Nancy,Jackson,nancy.jackson198@example.com,(587) 514-5825,Denver,CO,West,2019-12-20,True,False
199,Jennifer,White,jennifer.white199@example.com,(786) 600-1530,New York,NY,Northeast,2025-11-15,True,False
200,Karen,Hernandez,karen.hernandez200@example.com,(426) 854-2705,Phoenix,AZ,West,2024-11-09,False,False
201,John,Hernandez,john.hernandez201@example.com,(443) 555-6234,San Francisco,CA,West,2018-11-15,True,False
202,Daniel,Lewis,daniel.lewis202@example.com,(854) 946-6500,Boston,MA,Northeast,2025-07-07,False,False
203,James,Rodriguez,james.rodriguez203@example.com,(909) 269-6742,Chicago,IL,Midwest,2020-10-19,False,False
204,Betty,Brown,betty.brown204@example.com,(249) 595-8179,San Francisco,CA,West,2018-01-06,False,False
205,Jennifer,Lewis,jennifer.lewis205@example.com,(587) 559-9946,Houston,TX,South,2023-07-13,False,False
206,Patricia,Clark,patricia.clark206@example.com,(866) 976-4695,Dallas,TX,South,2024-06-25,True,False
207,Joseph,Williams,joseph.williams207@example.com,(501) 220-6221,Seattle,WA,West,2018-05-17,False,False
208,Patricia,Williams,patricia.williams208@example.com,(584) 364-2228,Minneapolis,MN,Midwest,2019-11-28,True,False
209,David,Martin,david.martin209@example.com,(921) 231-8066,Miami,FL,South,2023-06-01,True,False
210,Karen,Lewis,karen.lewis210@example.com,(254) 303-6424,Houston,TX,South,2019-10-06,True,False
211,Michael,Wilson,michael.wilson211@example.com,(939) 947-9849,San Francisco,CA,West,2024-03-19,False,False
212,Nancy,Martinez,nancy.martinez212@example.com,(298) 250-7437,Detroit,MI,Midwest,2020-08-30,False,False
213,John,Johnson,john.johnson213@example.com,(637) 289-5825,Minneapolis,MN,Midwest,2018-01-16,False,False
214,Michael,Brown,michael.brown214@example.com,(374) 853-5781,New York,NY,Northeast,2020-04-27,True,False
215,Jessica,Ramirez,jessica.ramirez215@example.com,(607) 682-9013,Boston,MA,Northeast,2021-06-17,False,False
216,Robert,Lee,robert.lee216@example.com,(389) 579-7249,Atlanta,GA,South,2022-05-07,False,False
217,Jennifer,Anderson,jennifer.anderson217@example.com,(650) 676-5315,New York,NY,Northeast,2020-12-14,True,False
218,Mark,Rodriguez,mark.rodriguez218@example.com,(354) 970-2584,Miami,FL,South,2018-09-10,True,False
219,Nancy,Lopez,nancy.lopez219@example.com,(623) 974-4727,Seattle,WA,West,2024-01-27,True,False
220,Mark,Gonzalez,mark.gonzalez220@example.com,(628) 748-8779,Denver,CO,West,2023-11-11,True,False
221,Jessica,Martinez,jessica.martinez221@example.com,(931) 235-9226,Boston,MA,Northeast,2022-06-06,True,False
222,Patricia,Harris,patricia.harris222@example.com,(371) 416-4157,Dallas,TX,South,2019-12-10,True,False
223,Mary,Wilson,mary.wilson223@example.com,(645) 406-3422,Boston,MA,Northeast,2025-08-30,False,False
224,David,Robinson,david.robinson224@example.com,(289) 597-7510,San Francisco,CA,West,2018-10-02,False,False
225,Margaret,Rodriguez,margaret.rodriguez225@example.com,(212) 917-9561,Atlanta,GA,South,2023-02-20,False,False
226,Patricia,Wilson,patricia.wilson226@example.com,(780) 802-2641,Philadelphia,PA,Northeast,2019-08-31,True,False
227,Charles,Harris,charles.harris227@example.com,(748) 552-7732,Boston,MA,Northeast,2021-03-17,False,False
228,Richard,Lee,richard.lee228@example.com,(823) 684-1613,Dallas,TX,South,2024-06-01,True,False
229,William,Gonzalez,william.gonzalez229@example.com,(823) 897-7581,Philadelphia,PA,Northeast,2024-12-07,True,False
230,Richard,Lewis,richard.lewis230@example.com,(907) 443-1807,Phoenix,AZ,West,2021-09-19,False,False
231,Sandra,Rodriguez,sandra.rodriguez231@example.com,(220) 545-5965,Phoenix,AZ,West,2022-03-06,False,False
232,William,Clark,william.clark232@example.com,(901) 300-4734,Dallas,TX,South,2025-10-22,True,False
233,Elizabeth,White,elizabeth.white233@example.com,(475) 946-7828,Dallas,TX,South,2021-08-07,True,False
234,Michael,Anderson,michael.anderson234@example.com,(958) 696-9462,Chicago,IL,Midwest,2022-07-26,False,False
235,Mark,Johnson,mark.johnson235@example.com,(267) 518-9303,Atlanta,GA,South,2019-10-14,False,False
236,John,Harris,john.harris236@example.com,(782) 229-3846,Denver,CO,West,2023-11-18,True,False
237,Steven,Clark,steven.clark237@example.com,(455) 233-8478,Chicago,IL,Midwest,2018-08-25,True,False
238,Sandra,Lopez,sandra.lopez238@example.com,(480) 577-8605,San Francisco,CA,West,2020-03-26,False,False
239,Daniel,Robinson,daniel.robinson239@example.com,(231) 447-7102,Boston,MA,Northeast,2025-08-22,False,False
240,Karen,Anderson,karen.anderson240@example.com,(800) 764-6730,Philadelphia,PA,Northeast,2023-04-28,False,False
241,Jennifer,Clark,jennifer.clark241@example.com,(966) 905-2480,Phoenix,AZ,West,2020-11-25,False,False
242,James,Gonzalez,james.gonzalez242@example.com,(785) 998-4511,New York,NY,Northeast,2019-10-30,True,False
243,Daniel,Davis,daniel.davis243@example.com,(475) 867-7709,Los Angeles,CA,West,2020-04-26,True,False
244,Margaret,Harris,margaret.harris244@example.com,(209) 685-3167,Seattle,WA,West,2025-08-26,True,False
245,Karen,Sanchez,karen.sanchez245@example.com,(458) 822-6004,New York,NY,Northeast,2020-07-05,False,False
246,Susan,Lewis,susan.lewis246@example.com,(670) 458-4575,Houston,TX,South,2021-11-29,False,False
247,Elizabeth,Perez,elizabeth.perez247@example.com,(606) 798-2676,Atlanta,GA,South,2024-12-29,True,False
248,Thomas,Perez,thomas.perez248@example.com,(774) 862-5631,Denver,CO,West,2022-03-13,False,False
249,Nancy,Brown,nancy.brown249@example.com,(544) 483-6327,Dallas,TX,South,2018-09-19,False,False
250,William,Lee,william.lee250@example.com,(505) 392-3456,San Francisco,CA,West,2025-04-22,True,False
251,Steven,Johnson,steven.johnson251@example.com,(613) 876-6236,Seattle,WA,West,2024-09-23,True,False
252,Lisa,Smith,lisa.smith252@example.com,(502) 465-7857,Los Angeles,CA,West,2023-07-31,False,False
253,Richard,White,richard.white253@example.com,(925) 785-4111,New York,NY,Northeast,2024-07-16,False,False
254,Lisa,Thompson,lisa.thompson254@example.com,(747) 853-8794,Chicago,IL,Midwest,2025-09-12,False,False
